Sample Well ID,Sample Concentration,Comment
G19,15.012,Volume to be pipetted for this well (5.391360563539944 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G21,29.824,Volume to be pipetted for this well (2.7137575368784086 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G23,18.155,Volume to be pipetted for this well (4.458006322217662 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I01,30.426,Volume to be pipetted for this well (2.6600639183547514 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I03,20.485,Volume to be pipetted for this well (3.9509448269397933 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I05,28.046,Volume to be pipetted for this well (2.8857985017421974 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I06,13.979000000000001,Volume to be pipetted for this well (5.7897635581845375 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I07,22.201,Volume to be pipetted for this well (3.6455612260646664 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I09,28.905,Volume to be pipetted for this well (2.8000382210642325 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I13,17.212,Volume to be pipetted for this well (4.702248709032167 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I15,13.173,Volume to be pipetted for this well (6.144014634469115 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I17,13.115,Volume to be pipetted for this well (6.171186029726393 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I19,12.985999999999999,Volume to be pipetted for this well (6.2324892022071205 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I21,15.720999999999998,Volume to be pipetted for this well (5.14821606639919 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I23,11.413,Volume to be pipetted for this well (7.091483814935745 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K01,24.105999999999998,Volume to be pipetted for this well (3.3574672189439005 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K03,13.657,Volume to be pipetted for this well (5.9262725913349685 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K05,11.123,Volume to be pipetted for this well (7.276373710317511 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K06,8.716000000000001,Volume to be pipetted for this well (9.285808258359529 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K07,10.364,Volume to be pipetted for this well (7.809253645297342 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K11,11.925999999999998,Volume to be pipetted for this well (6.786441789356169 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K13,12.770999999999999,Volume to be pipetted for this well (6.337413262850338 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K15,15.36,Volume to be pipetted for this well (5.269212550772244 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K17,12.503,Volume to be pipetted for this well (6.473254801236636 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K18,5.052,Volume to be pipetted for this well (16.020408705435802 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K19,10.4,Volume to be pipetted for this well (7.782221613448236 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K21,13.152999999999999,Volume to be pipetted for this well (6.15335701207798 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K23,12.207,Volume to be pipetted for this well (6.630220756931404 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M01,14.07,Volume to be pipetted for this well (5.752317326216181 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M03,13.847000000000001,Volume to be pipetted for this well (5.844955931238656 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M05,8.036,Volume to be pipetted for this well (10.071566050256553 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M07,10.668,Volume to be pipetted for this well (7.586717733395357 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M09,16.365,Volume to be pipetted for this well (4.945622045821061 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M11,11.825999999999999,Volume to be pipetted for this well (6.843827564676277 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M13,5.7620000000000005,Volume to be pipetted for this well (14.04635626169067 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M15,10.293,Volume to be pipetted for this well (7.863121031755724 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M17,9.767000000000001,Volume to be pipetted for this well (8.286587977870548 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M21,10.227,Volume to be pipetted for this well (7.913865726005833 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M23,6.692,Volume to be pipetted for this well (12.09430734905285 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M24,17.157,Volume to be pipetted for this well (4.717322654302131 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
O03,8.695,Volume to be pipetted for this well (9.30823516732164 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
O05,3.937,Volume to be pipetted for this well (20.55755772920032 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
O07,9.781,Volume to be pipetted for this well (8.274726999270182 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
O09,16.13,Volume to be pipetted for this well (5.017675435825273 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
O11,9.074,Volume to be pipetted for this well (8.919451705957863 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
O13,6.251,Volume to be pipetted for this well (12.947545157552655 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
O15,9.075,Volume to be pipetted for this well (8.918468846265748 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
O21,10.536,Volume to be pipetted for this well (7.681767727777302 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
O23,5.425,Volume to be pipetted for this well (14.918913323476804 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
