Sample Well ID,Sample Concentration,Comment
E13,32.721,Volume to be pipetted for this well (7.986140438930922 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
E15,21.65,Volume to be pipetted for this well (12.069953870774075 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
E17,14.41,Volume to be pipetted for this well (18.134247141031135 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
E19,14.462,Volume to be pipetted for this well (18.06904309931259 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
E21,30.503,Volume to be pipetted for this well (8.566845926704216 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
E23,27.343000000000004,Volume to be pipetted for this well (9.556906751353496 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G05,12.050999999999998,Volume to be pipetted for this well (21.684051224152245 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G06,14.49,Volume to be pipetted for this well (18.034127073999908 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G07,21.227,Volume to be pipetted for this well (12.31047728375459 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G09,15.167,Volume to be pipetted for this well (17.22914889577759 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G11,25.947,Volume to be pipetted for this well (10.071087266437688 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G13,21.535,Volume to be pipetted for this well (12.134409161934462 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G15,19.662,Volume to be pipetted for this well (13.290331670341711 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G17,24.243,Volume to be pipetted for this well (10.778967178247688 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G19,15.012,Volume to be pipetted for this well (17.40704112058744 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G21,29.824,Volume to be pipetted for this well (8.761886443879382 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G23,18.155,Volume to be pipetted for this well (14.393528025461782 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I01,30.426,Volume to be pipetted for this well (8.588526303236007 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I03,20.485,Volume to be pipetted for this well (12.756382782634057 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I05,28.046,Volume to be pipetted for this well (9.31735367974965 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I06,13.979,Volume to be pipetted for this well (18.69336156393581 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I07,22.201,Volume to be pipetted for this well (11.77039328418804 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I09,28.905,Volume to be pipetted for this well (9.040460173058595 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I13,17.212,Volume to be pipetted for this well (15.182111393345265 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I15,13.173,Volume to be pipetted for this well (19.837129074793797 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I17,13.115,Volume to be pipetted for this well (19.924857133225977 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I19,12.986,Volume to be pipetted for this well (20.12278617759577 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I21,15.720999999999998,Volume to be pipetted for this well (16.62200249998465 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I23,11.413,Volume to be pipetted for this well (22.896214956826313 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K01,24.106,Volume to be pipetted for this well (10.840226553648828 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K03,13.657,Volume to be pipetted for this well (19.134107146683657 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K05,11.123,Volume to be pipetted for this well (23.493167428055266 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K11,11.925999999999998,Volume to be pipetted for this well (21.91132829970306 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K13,12.771,Volume to be pipetted for this well (20.46155362166304 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K15,15.36,Volume to be pipetted for this well (17.012662845199134 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K17,12.503,Volume to be pipetted for this well (20.900144069603993 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K21,13.153,Volume to be pipetted for this well (19.867292731867913 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K23,12.207,Volume to be pipetted for this well (21.406938748444226 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M01,14.07,Volume to be pipetted for this well (18.57245922546259 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M03,13.847,Volume to be pipetted for this well (18.87156072089685 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M07,10.668,Volume to be pipetted for this well (24.49517260051169 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M09,16.365,Volume to be pipetted for this well (15.967888866621367 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M11,11.826,Volume to be pipetted for this well (22.09660927636214 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M24,17.157,Volume to be pipetted for this well (15.23078051537324 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
O09,16.13,Volume to be pipetted for this well (16.200527049117092 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
O21,10.536,Volume to be pipetted for this well (24.802059728764114 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
