Sample Well ID,Sample Concentration,Comment
C17,26.318,Volume to be pipetted for this well (6.150551316958861 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
C19,29.484,Volume to be pipetted for this well (5.490103431004046 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
C20,7.74,Volume to be pipetted for this well (20.91346376740611 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
C21,23.33,Volume to be pipetted for this well (6.938285879113731 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
C23,25.185,Volume to be pipetted for this well (6.427246756391636 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
E05,12.493,Volume to be pipetted for this well (12.956872613441393 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
E06,20.006,Volume to be pipetted for this well (8.091083153040254 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
E07,37.644,Volume to be pipetted for this well (4.300026818609163 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
E09,29.791999999999998,Volume to be pipetted for this well (5.433344842901562 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
E11,29.406,Volume to be pipetted for this well (5.50466603957435 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
E12,8.881,Volume to be pipetted for this well (18.22657466048005 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
E13,32.721,Volume to be pipetted for this well (4.94698235260913 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
E14,7.445,Volume to be pipetted for this well (21.74213694556391 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
E15,21.65,Volume to be pipetted for this well (7.476684044329023 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
E17,14.41,Volume to be pipetted for this well (11.233185951403422 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
E19,14.462,Volume to be pipetted for this well (11.192795571824321 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
E21,30.503,Volume to be pipetted for this well (5.306698015268115 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
E23,27.343000000000004,Volume to be pipetted for this well (5.919987183546915 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G01,10.093,Volume to be pipetted for this well (16.037868776352255 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G03,8.712,Volume to be pipetted for this well (18.58014342972031 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G05,12.050999999999998,Volume to be pipetted for this well (13.432097714689515 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G06,14.49,Volume to be pipetted for this well (11.171166981347366 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G07,21.226999999999997,Volume to be pipetted for this well (7.625675298427632 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G09,15.167,Volume to be pipetted for this well (10.672526508849694 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G11,25.947,Volume to be pipetted for this well (6.238494221286596 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G13,21.535,Volume to be pipetted for this well (7.516610613407165 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G15,19.662,Volume to be pipetted for this well (8.232642129982878 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G17,24.243000000000002,Volume to be pipetted for this well (6.676987565883897 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G19,15.012,Volume to be pipetted for this well (10.782721127079888 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G21,29.824,Volume to be pipetted for this well (5.427515073756817 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
G23,18.155,Volume to be pipetted for this well (8.916012644435323 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I01,30.426,Volume to be pipetted for this well (5.320127836709503 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I03,20.485,Volume to be pipetted for this well (7.901889653879587 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I05,28.046,Volume to be pipetted for this well (5.771597003484395 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I06,13.979000000000001,Volume to be pipetted for this well (11.579527116369075 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I07,22.201,Volume to be pipetted for this well (7.291122452129333 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I09,28.905,Volume to be pipetted for this well (5.600076442128465 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I13,17.212,Volume to be pipetted for this well (9.404497418064334 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I15,13.173,Volume to be pipetted for this well (12.28802926893823 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I17,13.115,Volume to be pipetted for this well (12.342372059452787 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I19,12.985999999999999,Volume to be pipetted for this well (12.464978404414241 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I21,15.720999999999998,Volume to be pipetted for this well (10.29643213279838 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
I23,11.413,Volume to be pipetted for this well (14.18296762987149 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K01,24.105999999999998,Volume to be pipetted for this well (6.714934437887801 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K03,13.657,Volume to be pipetted for this well (11.852545182669937 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K05,11.123,Volume to be pipetted for this well (14.552747420635022 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K06,8.716000000000001,Volume to be pipetted for this well (18.571616516719057 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K07,10.364,Volume to be pipetted for this well (15.618507290594684 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K11,11.925999999999998,Volume to be pipetted for this well (13.572883578712338 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K13,12.770999999999999,Volume to be pipetted for this well (12.674826525700675 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K15,15.36,Volume to be pipetted for this well (10.538425101544489 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K17,12.503,Volume to be pipetted for this well (12.946509602473272 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K19,10.4,Volume to be pipetted for this well (15.564443226896472 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K21,13.152999999999999,Volume to be pipetted for this well (12.30671402415596 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
K23,12.207,Volume to be pipetted for this well (13.260441513862808 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M01,14.07,Volume to be pipetted for this well (11.504634652432362 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M03,13.847000000000001,Volume to be pipetted for this well (11.689911862477311 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M05,8.036,Volume to be pipetted for this well (20.143132100513107 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M07,10.668,Volume to be pipetted for this well (15.173435466790714 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M09,16.365,Volume to be pipetted for this well (9.891244091642122 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M11,11.825999999999999,Volume to be pipetted for this well (13.687655129352555 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M15,10.293,Volume to be pipetted for this well (15.726242063511448 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M17,9.767000000000001,Volume to be pipetted for this well (16.573175955741096 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M21,10.227,Volume to be pipetted for this well (15.827731452011665 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M23,6.692,Volume to be pipetted for this well (24.1886146981057 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
M24,17.157,Volume to be pipetted for this well (9.434645308604262 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
O03,8.695,Volume to be pipetted for this well (18.61647033464328 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
O07,9.781,Volume to be pipetted for this well (16.549453998540365 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
O09,16.13,Volume to be pipetted for this well (10.035350871650547 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
O11,9.074,Volume to be pipetted for this well (17.838903411915727 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
O15,9.075,Volume to be pipetted for this well (17.836937692531496 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
O21,10.536,Volume to be pipetted for this well (15.363535455554604 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
