Sample Well ID,Sample Concentration,Comment
K24,-0.349,Sample has negative value for concentration
L03,-0.011000000000000001,Sample has negative value for concentration
L05,-0.37,Sample has negative value for concentration
L07,-0.32299999999999995,Sample has negative value for concentration
L09,-0.33299999999999996,Sample has negative value for concentration
L11,-0.303,Sample has negative value for concentration
L13,-0.304,Sample has negative value for concentration
L15,-0.32,Sample has negative value for concentration
L17,-0.307,Sample has negative value for concentration
L19,-0.3,Sample has negative value for concentration
L21,-0.342,Sample has negative value for concentration
L23,-0.344,Sample has negative value for concentration
M03,-0.033,Sample has negative value for concentration
M04,-0.006,Sample has negative value for concentration
M05,-0.341,Sample has negative value for concentration
M06,-0.336,Sample has negative value for concentration
M07,-0.324,Sample has negative value for concentration
M08,-0.33899999999999997,Sample has negative value for concentration
M09,-0.32,Sample has negative value for concentration
M10,-0.327,Sample has negative value for concentration
M11,-0.33,Sample has negative value for concentration
M12,-0.326,Sample has negative value for concentration
M13,-0.314,Sample has negative value for concentration
M14,-0.322,Sample has negative value for concentration
M15,-0.34299999999999997,Sample has negative value for concentration
M16,-0.332,Sample has negative value for concentration
M17,-0.297,Sample has negative value for concentration
M18,-0.312,Sample has negative value for concentration
M19,-0.292,Sample has negative value for concentration
M20,-0.321,Sample has negative value for concentration
M21,-0.32899999999999996,Sample has negative value for concentration
M22,-0.33299999999999996,Sample has negative value for concentration
M23,-0.342,Sample has negative value for concentration
M24,-0.332,Sample has negative value for concentration
N03,-0.024,Sample has negative value for concentration
N05,-0.33799999999999997,Sample has negative value for concentration
N07,-0.302,Sample has negative value for concentration
N09,-0.344,Sample has negative value for concentration
N11,-0.33899999999999997,Sample has negative value for concentration
N13,-0.33899999999999997,Sample has negative value for concentration
N15,-0.308,Sample has negative value for concentration
N17,-0.313,Sample has negative value for concentration
N19,-0.321,Sample has negative value for concentration
N21,-0.303,Sample has negative value for concentration
N23,-0.29600000000000004,Sample has negative value for concentration
O03,-0.008,Sample has negative value for concentration
O04,-0.015,Sample has negative value for concentration
O05,-0.34600000000000003,Sample has negative value for concentration
O06,-0.321,Sample has negative value for concentration
O07,-0.321,Sample has negative value for concentration
O08,-0.32,Sample has negative value for concentration
O09,-0.316,Sample has negative value for concentration
O10,-0.349,Sample has negative value for concentration
O11,-0.317,Sample has negative value for concentration
O12,-0.315,Sample has negative value for concentration
O13,-0.287,Sample has negative value for concentration
O14,-0.293,Sample has negative value for concentration
O15,-0.33299999999999996,Sample has negative value for concentration
O16,-0.33299999999999996,Sample has negative value for concentration
O17,-0.33299999999999996,Sample has negative value for concentration
O18,-0.318,Sample has negative value for concentration
O19,-0.319,Sample has negative value for concentration
O20,-0.319,Sample has negative value for concentration
O21,-0.295,Sample has negative value for concentration
O22,-0.28600000000000003,Sample has negative value for concentration
O23,-0.321,Sample has negative value for concentration
O24,-0.349,Sample has negative value for concentration
P05,-0.35,Sample has negative value for concentration
P07,-0.321,Sample has negative value for concentration
P09,-0.332,Sample has negative value for concentration
P11,-0.311,Sample has negative value for concentration
P13,-0.313,Sample has negative value for concentration
P15,-0.336,Sample has negative value for concentration
P17,-0.319,Sample has negative value for concentration
P19,-0.322,Sample has negative value for concentration
P21,-0.319,Sample has negative value for concentration
P23,-0.319,Sample has negative value for concentration
A01,26.112,Volume to be pipetted for this well (0.00013544458578300573 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
A02,25.875999999999998,Volume to be pipetted for this well (0.00013667989735530398 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
B01,26.842,Volume to be pipetted for this well (0.00013176100975955014 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
C01,28.701999999999998,Volume to be pipetted for this well (0.00012322238951870414 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
C02,27.56,Volume to be pipetted for this well (0.00012832833904085071 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
C04,0.013999999999999999,Volume to be pipetted for this well (0.2526235017118461 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
C10,0.024,Volume to be pipetted for this well (0.14736370933191023 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
D01,23.281,Volume to be pipetted for this well (0.0001519148242758406 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
E01,30.361,Volume to be pipetted for this well (0.00011648921392463506 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
E02,28.525,Volume to be pipetted for this well (0.00012398699470520053 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
E03,0.015,Volume to be pipetted for this well (0.23578193493105637 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
E04,0.031,Volume to be pipetted for this well (0.1140880330311563 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
F01,25.291,Volume to be pipetted for this well (0.00013984140698137065 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
F03,0.011000000000000001,Volume to be pipetted for this well (0.32152082036053137 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
G01,30.1,Volume to be pipetted for this well (0.00011749930312178888 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
G02,28.254,Volume to be pipetted for this well (0.0001251762236839331 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
G04,0.021,Volume to be pipetted for this well (0.1684156678078974 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
H01,24.336,Volume to be pipetted for this well (0.0001453291019052369 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
H03,0.021,Volume to be pipetted for this well (0.1684156678078974 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
H05,0.331,Volume to be pipetted for this well (0.010684981945516148 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
I01,27.302,Volume to be pipetted for this well (0.00012954102351350982 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
I02,27.397,Volume to be pipetted for this well (0.00012909183574719298 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
J01,25.084,Volume to be pipetted for this well (0.00014099541635966535 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
K01,25.772,Volume to be pipetted for this well (0.00013723145366932506 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
K02,24.67,Volume to be pipetted for this well (0.00014336153319683198 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
K04,0.057999999999999996,Volume to be pipetted for this well (0.06097808662010078 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
L01,28.084,Volume to be pipetted for this well (0.00012593394900889634 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
M01,26.943,Volume to be pipetted for this well (0.00013126708324855601 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
M02,25.349,Volume to be pipetted for this well (0.00013952144163343111 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
N01,25.203000000000003,Volume to be pipetted for this well (0.00014032968392516148 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
O01,28.22,Volume to be pipetted for this well (0.0001253270384112631 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
O02,27.017,Volume to be pipetted for this well (0.00013090754058429305 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
P01,26.68,Volume to be pipetted for this well (0.00013256105786978428 nL) is smaller than pipetting capacity (0.5 nL). You MUST reprocess the file
